epoch,train_loss,train_mae,train_rmse,val_loss,val_mae,val_rmse
1,0.2915011088108098,0.2915011059213585,0.5986649127547445,0.23409150855544011,0.23409150546890561,0.5668066018341995
2,0.2400942183149698,0.24009421579243723,0.5433515228756104,0.2452436187581671,0.24524361814643766,0.5788887709636366
3,0.23372299399436897,0.2337229916461599,0.5412223564678985,0.2296605729688146,0.22966057099276163,0.5660677678903405
4,0.2299430701691551,0.22994306757536212,0.5406351990528172,0.22759531370539093,0.2275953114385649,0.5718788298100186
5,0.22776632086353388,0.2277663188243159,0.5399587882569875,0.22922717365180875,0.22922717128886103,0.5727987305571188
6,0.22678391631314476,0.22678391429050143,0.5398746386933534,0.22571776525629303,0.22571776248276307,0.5669039566803674
7,0.22538371195260248,0.22538370966653307,0.5391047442983352,0.22573626957738135,0.2257362676390715,0.5671192404710553
8,0.22468475165937432,0.22468474930421303,0.5385026341324282,0.22553554446791824,0.22553554267100503,0.5679646604768642
9,0.22394178748546117,0.22394178525383626,0.5380058975625679,0.22461825313618192,0.22461825118110046,0.5679698972564503
10,0.2231381953113263,0.22313819325835807,0.5374216042474637,0.22397164807436487,0.2239716457700197,0.5643407790864494
11,0.22262795451285072,0.22262795220633105,0.5369657898507677,0.22493021214509093,0.2249302100799441,0.5691786271653037
12,0.22250922958160585,0.22250922713634882,0.5363395123709279,0.22304658344843564,0.22304658062585084,0.5631657323426279
13,0.2218816366376032,0.22188163421141477,0.5357410878063328,0.22204743946447117,0.2220474370980795,0.562538511873024
14,0.22157407007269334,0.2215740678223973,0.5348398423589984,0.22514821521181488,0.22514821244116884,0.5628232868230008
15,0.22100619502589725,0.22100619248478365,0.5343743187297652,0.22151497624110314,0.2215149740075333,0.5647694553260107
16,0.2205618845261038,0.22056188218158612,0.5338737409388297,0.2220816478533116,0.2220816479002665,0.5627006199680262
17,0.22031515098652174,0.22031514938752234,0.5333485971590182,0.2207190516549342,0.22071904896362426,0.5611661406417567
18,0.21982089844512298,0.21982089661499973,0.5325940133426065,0.221161652195551,0.22116165001003504,0.562945376764254
19,0.21975899936783103,0.21975899701007967,0.5323949694276006,0.22076661202321948,0.2207666113675171,0.5619537419560043
20,0.21900441210353092,0.21900440974881416,0.5316107347325132,0.22219193644186996,0.22219193544820162,0.5571302395497943
21,0.21884407655909865,0.21884407395653624,0.5312812550869108,0.21938260591207473,0.2193826045617299,0.5599650942717701
22,0.21904422398049636,0.21904422147369443,0.5310031320185604,0.22059027436803352,0.2205902707957386,0.5579077632514203
23,0.2183833137983354,0.21838331120586196,0.5307797279464783,0.21939136230472644,0.21939135993623485,0.5595751487589072
24,0.2180030146165212,0.21800301218725912,0.530395172770262,0.21928936312607594,0.21928936069270988,0.5578248622488892
25,0.21786359087687815,0.21786358891976346,0.52984380291564,0.2200126839908168,0.22001268146012506,0.5593316516397756
26,0.2177548517200294,0.21775484942383497,0.5301808971276011,0.21995489429704226,0.21995488997601717,0.55953627605209
27,0.2174052501936433,0.21740524733235336,0.5298509707423864,0.2196734876762054,0.21967348558395522,0.5565863287567328
28,0.21749434087469147,0.21749433828651113,0.5299758784433187,0.2186558626183551,0.21865585837469215,0.5568514326431359
29,0.21746128636439174,0.21746128444837673,0.529444407076703,0.2185327619175093,0.21853275977973222,0.5587311981334944
30,0.21735611100611063,0.2173561086476985,0.5295146501333142,0.2182838166591167,0.21828381517874995,0.5587524475025831
31,0.2169825493059603,0.2169825472411971,0.5295108404771232,0.21971656369912582,0.21971656051095373,0.5583932739108229
32,0.21684829233863273,0.21684828998919323,0.5291563426804277,0.21914329723201806,0.21914329489600567,0.560484404478767
33,0.2168293089425603,0.21682930647544438,0.5290602119383156,0.21827798233288173,0.218277979171533,0.5556399124477174
34,0.21665946838840025,0.21665946582815,0.5289892233634395,0.2176879542502667,0.21768795100710392,0.5578391413146495
35,0.21664236326233965,0.2166423611965402,0.5289230607201176,0.21908930976861,0.2190893070635384,0.5582214543082308
36,0.2164355996016463,0.216435597403482,0.5286965040493942,0.218124732583796,0.2181247302063446,0.5607034153834769
37,0.21652902164307825,0.2165290196023745,0.5286369027603985,0.21782225925071097,0.21782225661073784,0.5579464910306478
38,0.21643574372703026,0.21643574122879145,0.5290186590909709,0.2178009107422036,0.21780090804821273,0.5598246899368947
39,0.21616564980049915,0.21616564789425974,0.5285121682634587,0.21806110153920175,0.21806109880496885,0.5580798188466636
40,0.21602811120914,0.21602810933212221,0.528291682637629,0.21756987628399838,0.21756987453026014,0.5543797683161832
41,0.21593777588104462,0.21593777342293638,0.5285312365888682,0.2175799898516339,0.2175799874701366,0.5547658363759779
42,0.21620054156298174,0.2162005390482314,0.5285538550259311,0.21817183019886774,0.21817182807755425,0.5572952437238878
