epoch,train_loss,val_loss
1,0.6598294073740641,1.306410597430335
2,0.28991108310222624,1.2453612155384488
3,0.20426083703835804,1.1806386753364846
4,0.17270201315482459,1.1179536294054102
5,0.1530858449737231,1.0594360960854425
6,0.14145046218236287,1.0075255621362615
7,0.13257126451532045,0.9627742535538144
8,0.12551184711853663,0.925132319883064
9,0.1189257553021113,0.8834643209422076
10,0.11678490825494131,0.8453474519429384
11,0.11210415786504746,0.8004849906320926
12,0.10993754202127456,0.7552060517999861
13,0.10777902751167616,0.7047596342033811
14,0.10373081249992053,0.6510303682751126
15,0.10276499285300572,0.5977833248950817
16,0.10056806135177612,0.5430788877937529
17,0.10002282829085986,0.4908232495740608
18,0.09956763223807016,0.44064211238313605
19,0.09945626174410184,0.408602781869747
20,0.09561642066637675,0.3686878537690198
21,0.09608393082022668,0.3395712337008229
22,0.09553186801075936,0.3085452202293608
23,0.09287697018186251,0.2904192868758131
24,0.09187976241111756,0.2721868044248334
25,0.09115612755219142,0.24745732683826377
26,0.09177570386727651,0.23791935322461305
27,0.09012763760487238,0.22477398674797128
28,0.08948703010876974,0.2163029738046505
29,0.0890206196407477,0.2017620567370344
30,0.08921989902853966,0.20401098137652432
31,0.08934289166331291,0.1886153764746807
32,0.0873890006840229,0.17808489556665774
33,0.0872630564570427,0.17544059262231546
34,0.08617096142967542,0.17078201155419703
35,0.0873208878437678,0.1585596896432064
36,0.08567912896474203,0.1618200395670202
37,0.0852183451751868,0.15963180294191395
38,0.08663631797830264,0.15906408732687985
39,0.08445687331755956,0.15764035201734966
40,0.08379851745565732,0.14392477135967324
41,0.08388030088941256,0.1428609814632822
42,0.08331849952538808,0.14515329566266802
43,0.08405473030606905,0.13623428068779134
44,0.08308723918596904,0.13601839528591544
45,0.08328289652864139,0.1322701264310766
46,0.08273035609722137,0.12731826126023574
47,0.08207880602280299,0.130025297679283
48,0.08200777520736059,0.12272850631011857
49,0.08370524034897486,0.12208274200006768
50,0.08258382177352905,0.12467157109468072
51,0.08017122747500738,0.11929207019231937
52,0.08108398518959681,0.11473185272404442
53,0.08190228548645974,0.11495079169118846
54,0.07967928247650465,0.11744868355216803
55,0.07986906458934148,0.11958354049258763
56,0.08072309706608455,0.10982942263837214
57,0.0796180293361346,0.10370352767683842
58,0.08032257653276126,0.10633697643600128
59,0.08012732710440953,0.10296287097864681
60,0.0799239611228307,0.10348255904736342
61,0.07831462589899699,0.10431170732610756
62,0.0794623280664285,0.1038613715381534
63,0.07813858491182327,0.09809579976178982
64,0.07917282727360725,0.0990621608302549
65,0.07836544860402743,0.10070388708953504
66,0.07719513920942943,0.09759513192154744
67,0.07865111850698789,0.0939799972154476
68,0.07816914007067681,0.09730187938031223
69,0.07608762762943903,0.09290946857934748
70,0.07742961567640305,0.09165284803344144
71,0.07716171209017436,0.09327415169941054
72,0.07723312512040138,0.08839388612519812
73,0.07549938598275184,0.09195432622261622
74,0.07637299236655236,0.09192601825903964
75,0.07568625371654829,0.08843470206139264
76,0.07596553093194962,0.09170070945940635
77,0.07685834138592085,0.08449099676821518
78,0.07562328026692072,0.08518734498432388
79,0.07555197674036027,0.08252346291448232
80,0.07470070178310076,0.0835586463411649
81,0.07530883160233498,0.08050876752369934
82,0.0768250663181146,0.08689246778548868
83,0.07460236052672069,0.07857660255912277
84,0.07377011914054553,0.0816024857469731
85,0.07534756917754809,0.08044681753273364
86,0.0741174903512001,0.07624258278627638
87,0.07582098859548568,0.07700660959300068
88,0.07394278516372045,0.07840262215446543
89,0.07398167950908344,0.07258473973100384
90,0.07333082373936971,0.07846269052889612
91,0.07535613276561101,0.07711927742800778
92,0.07405523175994555,0.07729745390652507
93,0.07358457712332407,0.07665773867457001
94,0.07257300358017285,0.0730140976159385
95,0.07379164895415306,0.07657114713004341
96,0.07279154467582703,0.0794830468862697
97,0.0713119909365972,0.0767524862765438
98,0.07274745020270347,0.07514624418345867
99,0.07314416636029879,0.07788647285283164
100,0.07365039481719335,0.07039587879208503
101,0.07283965784311294,0.07211347529664636
102,0.07393978923559189,0.072662059424652
103,0.07176060557365417,0.07394700780234954
104,0.07272371411323547,0.07638919484560136
105,0.07074880775809288,0.07114304713387457
106,0.07182060845692953,0.07620295469166229
107,0.07138099739948908,0.07169089690540675
108,0.0714087739388148,0.071412554666124
109,0.07185954728722573,0.07583662022457079
110,0.07153413953383764,0.07346437821440675
111,0.07011759013930957,0.07023548703916647
112,0.07175404300292333,0.07458554642033521
113,0.07087385110060374,0.07276615060658918
114,0.07052868648370107,0.06973083332801859
115,0.07006986696521442,0.06909200172284963
116,0.07037290166815122,0.07199873927014845
117,0.06963323777914047,0.06863806862384081
118,0.06913100934028625,0.07201969904687118
119,0.07015069937705994,0.07296346961003211
120,0.06965228222807249,0.07040597304391365
121,0.06911913145581881,0.07131356166468726
122,0.07021979586283365,0.06689195455638347
123,0.07000461487968762,0.0662818098940921
124,0.0700239915351073,0.0703346633947351
125,0.06952371908227603,0.06778427715309793
126,0.0684770998855432,0.0688037867312906
127,0.0690263020992279,0.07045698248677784
128,0.06953681483864785,0.06742370614988936
129,0.07132433242599169,0.06320506791342739
130,0.06986430651942889,0.0686050812644815
131,0.06985130244493484,0.06870551154672823
132,0.06933241488536199,0.06881377802885792
133,0.06917300550142924,0.06840773314858477
134,0.06847829034924507,0.0680838767439127
135,0.06903276451428732,0.07155475387763646
136,0.06896621081233024,0.06614387756282533
137,0.0684484408001105,0.06891381930283925
138,0.06766260552406311,0.06271857043935193
139,0.06837935918569565,0.06635913381318527
140,0.06800063664714495,0.06315848151980727
141,0.06816037271420161,0.06430661584319616
142,0.06846552643179893,0.06684734855123141
143,0.06732569054762523,0.06830152374243846
144,0.06813907077908515,0.0668363634634901
145,0.06935026277105014,0.06432724166316567
146,0.0684310438434283,0.060844054643961566
147,0.06850921449065209,0.06332015403097978
148,0.06760509705543519,0.06793573436637719
149,0.06740547854701678,0.06502665501708786
150,0.06837171300252279,0.06747130571036702
151,0.06682929812868436,0.0669315282807306
152,0.06678104260563851,0.06689224235230574
153,0.06774250082174937,0.0669270174888273
154,0.06697146860758464,0.061970954873012726
155,0.0677413425842921,0.06583161597761016
156,0.06703561758995057,0.06491929215068619
157,0.06711265472571055,0.06576526499594804
158,0.06798662905891736,0.0656402390105305
159,0.06675813432534536,0.06449563799563933
160,0.06642605384190878,0.06678446559062987
161,0.06663531934221585,0.06682002042523688
162,0.06574061146378517,0.06724791837580225
163,0.06577697476744651,0.0660676378670528
164,0.06674507639805476,0.06424883075265421
165,0.06536001365383466,0.06723147597060436
166,0.0663413370847702,0.06555737088503386
167,0.06662246271967888,0.06598649391283591
168,0.06625010400017102,0.06443174355835826
169,0.06729477404554685,0.06134834110357419
170,0.06672171595692634,0.06358957552799473
171,0.06558932540814082,0.06526336459339493
172,0.0664227638443311,0.06416888938595851
173,0.06693366915980975,0.06261325126548332
174,0.06705441406369209,0.06191473652574199
175,0.06608977517485619,0.06003390828630439
176,0.06543088214596113,0.06295970502240514
177,0.0659279613395532,0.06386197924062058
178,0.06543550118803979,0.06231900106218678
179,0.06519438241918882,0.06265857239702234
180,0.06478650413950285,0.06493904800326736
181,0.06551912764708201,0.0632805786854415
182,0.06536112736165524,0.06492725066426727
183,0.06479072039326032,0.0636948190405275
184,0.06386784979701042,0.06120321378801708
185,0.0654246026178201,0.062331067898345215
186,0.06596029854814212,0.06171858982243403
187,0.06619776035348575,0.06162277189152384
188,0.06423349557320276,0.06481777687764002
189,0.06429691560566425,0.06325941486284137
190,0.06377605389555295,0.06193061576104136
191,0.06561627836028734,0.06259658605860616
192,0.06553552572925886,0.06152614448392005
193,0.06432825019955635,0.06279693065314657
194,0.06426152636607488,0.06376767196451072
195,0.06450099575519562,0.06304599983721143
196,0.0652972915371259,0.062346013418088354
197,0.06418938319881758,0.06256630682145004
198,0.06471041738986968,0.06202929636411783
199,0.063566937794288,0.060131635508258584
200,0.06439622343579927,0.06241018375968216
