epoch,train_loss,val_loss
1,0.6773712162176768,1.5808708800209894
2,0.297190607825915,1.4749791931222986
3,0.20506950930754345,1.364129313716182
4,0.17012037980556488,1.2662609815597534
5,0.15256258149941762,1.1850322109681588
6,0.13867212903499604,1.1121595987567194
7,0.13257037224372228,1.0440239089506644
8,0.1271542689005534,0.9826363402384298
9,0.11986360295613607,0.9311672162126612
10,0.1168094258705775,0.8798760451652385
11,0.11237588838736216,0.8335509322307728
12,0.10909444378813107,0.7856952978505028
13,0.10660092485944431,0.7456258358778777
14,0.10517701570192972,0.6969996801129094
15,0.10230501740177472,0.647084159983529
16,0.10074970546364784,0.5905165716453835
17,0.10027955280741056,0.5423830284012688
18,0.09664819889267286,0.49271660546461743
19,0.09577698036034903,0.44392383429739213
20,0.09403228289882341,0.3995902808728041
21,0.09506919446587563,0.3733463596414637
22,0.09479119285941123,0.3351809636310295
23,0.0926910222073396,0.3110088562523877
24,0.09208267806967099,0.2949204014407264
25,0.09138511234521866,0.2743138566061302
26,0.09149771776795387,0.25952172500115855
27,0.08922751732667288,0.24340114990870157
28,0.08908362451195717,0.2337998976861989
29,0.08939374058445294,0.2153098185857137
30,0.08885675512750943,0.2072442670663198
31,0.0886474802394708,0.19067729140321413
32,0.08674094408750534,0.19109976291656494
33,0.08670541586478551,0.17663761159336125
34,0.08698498080174129,0.17064962853436116
35,0.08645067512989044,0.16782953107246645
36,0.08365725421905518,0.1517520893227171
37,0.08438274282217026,0.1536847404031842
38,0.0840904210905234,0.1551053001096955
39,0.08323400964339574,0.14774330829580626
40,0.08370997033516565,0.14578051313206
41,0.08318245842059453,0.1354217985989871
42,0.08388526790340742,0.13154018932470568
43,0.08442271718382835,0.13057907118841452
44,0.08309133141239484,0.11780312781532605
45,0.0815047266483307,0.12520122569468287
46,0.0824551824827989,0.12345216982066631
47,0.07981714108586312,0.11565335550242001
48,0.0824328827659289,0.1134312813066774
49,0.08136763594547908,0.11488201786522512
50,0.08143254393339157,0.11232632722843576
51,0.08053514283895492,0.11249404197075853
52,0.07968620681762695,0.10614843183645496
53,0.08009534457325936,0.11064072774240265
54,0.07892628308137258,0.10336879157909641
