epoch,train_loss,val_loss
1,0.6335983956654867,1.4566441752292492
2,0.2720740007162094,1.3564274774657354
3,0.20323705158631006,1.2524355120129056
4,0.16953953802585603,1.1661834407735754
5,0.15107446775833766,1.0902655875241314
6,0.1418094203074773,1.0258682668209076
7,0.13447630282243092,0.967995242940055
8,0.12498275522391002,0.9135296686931893
9,0.1213411578933398,0.865941047668457
10,0.11733675084511438,0.8241173779522931
11,0.11299324435989062,0.7824761624689456
12,0.10904504865407944,0.7467219090020215
13,0.10901536554098129,0.7053226916878311
14,0.10653009610374768,0.6625817153188918
15,0.10410348090529442,0.6098010749728592
16,0.10253015157580375,0.5645425612175906
17,0.10116909472147624,0.5076732414740103
18,0.09857203721006712,0.4596395895436958
19,0.0970569860736529,0.41565538225350557
20,0.0963136774301529,0.373832145774806
21,0.0947325822710991,0.3403653822563313
22,0.094404979377985,0.31450919724173015
23,0.09223154783248902,0.2868045640212518
24,0.09150444149971008,0.2640533502455111
25,0.08997325324018797,0.24507982504588585
26,0.09040986967086792,0.23268170903126398
27,0.0910859969953696,0.23052594783129515
28,0.09020370597640673,0.21606947481632233
29,0.08975784574945768,0.20154778190233089
30,0.08866371273994446,0.2041446229925862
31,0.08643035756548245,0.19203390608783122
32,0.08696782466769218,0.18752612891020598
33,0.08619404177864393,0.18615907071917145
34,0.08600052345792453,0.18066444993019104
35,0.08649231483538945,0.17536816483846418
36,0.08585489889979363,0.16674743937673392
37,0.08393970810373624,0.16735014567772546
38,0.08406011795004209,0.16451259771430934
39,0.08523415405551593,0.161362172966754
40,0.0832393418153127,0.15681020004881752
41,0.08470308729012807,0.14911725730807693
42,0.08317548159758249,0.14969658023781246
43,0.08122438392043113,0.14602873846888542
44,0.08278722205758095,0.14283909841820044
45,0.08279474127292633,0.14509846684005526
46,0.08220959317684173,0.134249041063918
47,0.08107905631264051,0.13520367388372068
48,0.08131589716672898,0.1298783903044683
49,0.08110647275050481,0.12571061423255336
50,0.08053237558404605,0.12814181325612245
51,0.07986886623501778,0.12648922425729256
52,0.08041988651951154,0.12368266794968534
53,0.07887865898013115,0.11929493404372975
54,0.07983266046643257,0.1130421298245589
55,0.07988692252834638,0.11244268715381622
56,0.07988085426886876,0.11130432425825684
57,0.07774726505080859,0.10729271739169403
58,0.07860044448574384,0.10908637844302037
